5.2632e-15,0,0.1526,0,2.0742e-15,0,1.6166e-16,0,-6.1691e-16,0,8.3639e-18,0,0,1.2566,-2.3562,0,1.2566,-2.3562,0,1.2566,-2.3562,0,1.2566,-2.3562,0,-1.9161e-17,-2.8591e-17,0,-1.9161e-17,-2.8591e-17,0,1.739e-17,-2.6345e-17,0,1.739e-17,-2.6345e-17,-0.01201,-0.083,-0.1526,-0.01201,0.083,-0.1526,-0.01201,-0.083,-0.1526,-0.01201,0.083,-0.1526,5.5199e-18,0,4.8648e-18,5.5199e-18,0,4.8648e-18,-2.6163e-19,0,4.9036e-18,-2.6163e-19,0,4.9036e-18,21.735,0,36.225,21.735,0,36.225,8.3551,0,70.344,8.3551,0,70.344,0,-3.3014,-3.4866,0,-3.3014,-3.4866,0,-1.8521,-6.338,0,-1.8521,-6.338
2.7174e-05,0,0.15259,0,3.3106e-05,0,0.0027174,0,-0.001245,0,0.0033106,0,0,1.2568,-2.3563,0,1.2568,-2.3563,0,1.2568,-2.3562,0,1.2568,-2.3562,0,0.019763,-0.0088167,0,0.019763,-0.0088167,0,0.015861,-0.002281,0,0.015861,-0.002281,-0.012032,-0.083,-0.15258,-0.012032,0.083,-0.15258,-0.012032,-0.083,-0.1526,-0.012032,0.083,-0.1526,-0.00221,0,0.001812,-0.00221,0,0.001812,-0.0022117,0,0.00060021,-0.0022117,0,0.00060021,21.665,0,36.342,21.665,0,36.342,8.1733,0,70.193,8.1733,0,70.193,0,-3.2962,-3.4914,0,-3.2962,-3.4914,0,-1.8393,-6.3128,0,-1.8393,-6.3128
5.4348e-05,0,0.15258,0,6.6212e-05,0,0.0054348,0,-0.00249,0,0.0066212,0,0,1.257,-2.3564,0,1.257,-2.3564,0,1.257,-2.3562,0,1.257,-2.3562,0,0.039526,-0.017633,0,0.039526,-0.017633,0,0.031721,-0.004562,0,0.031721,-0.004562,-0.012054,-0.083,-0.15257,-0.012054,0.083,-0.15257,-0.012054,-0.083,-0.15259,-0.012054,0.083,-0.15259,-0.00442,0,0.003624,-0.00442,0,0.003624,-0.0044235,0,0.0012004,-0.0044235,0,0.0012004,21.595,0,36.459,21.595,0,36.459,7.9914,0,70.043,7.9914,0,70.043,0,-3.291,-3.4962,0,-3.291,-3.4962,0,-1.8265,-6.2875,0,-1.8265,-6.2875
8.1521e-05,0,0.15256,0,9.9317e-05,0,0.0081521,0,-0.003735,0,0.0099317,0,0,1.2572,-2.3565,0,1.2572,-2.3565,0,1.2571,-2.3563,0,1.2571,-2.3563,0,0.05929,-0.02645,0,0.05929,-0.02645,0,0.047582,-0.006843,0,0.047582,-0.006843,-0.012076,-0.083,-0.15255,-0.012076,0.083,-0.15255,-0.012076,-0.083,-0.15258,-0.012076,0.083,-0.15258,-0.0066301,0,0.0054361,-0.0066301,0,0.0054361,-0.0066352,0,0.0018006,-0.0066352,0,0.0018006,21.526,0,36.576,21.526,0,36.576,7.8096,0,69.893,7.8096,0,69.893,0,-3.2858,-3.501,0,-3.2858,-3.501,0,-1.8137,-6.2623,0,-1.8137,-6.2623
0.0001087,0,0.15255,0,0.00013242,0,0.01087,0,-0.00498,0,0.013242,0,0,1.2574,-2.3565,0,1.2574,-2.3565,0,1.2573,-2.3563,0,1.2573,-2.3563,0,0.079053,-0.035267,0,0.079053,-0.035267,0,0.063442,-0.009124,0,0.063442,-0.009124,-0.012099,-0.083,-0.15253,-0.012099,0.083,-0.15253,-0.012098,-0.083,-0.15258,-0.012098,0.083,-0.15258,-0.0088401,0,0.0072481,-0.0088401,0,0.0072481,-0.0088469,0,0.0024009,-0.0088469,0,0.0024009,21.456,0,36.693,21.456,0,36.693,7.6278,0,69.743,7.6278,0,69.743,0,-3.2806,-3.5058,0,-3.2806,-3.5058,0,-1.8009,-6.237,0,-1.8009,-6.237
0.00013587,0,0.15254,0,0.00016553,0,0.013587,0,-0.006225,0,0.016553,0,0,1.2576,-2.3566,0,1.2576,-2.3566,0,1.2574,-2.3563,0,1.2574,-2.3563,0,0.098816,-0.044083,0,0.098816,-0.044083,0,0.079303,-0.011405,0,0.079303,-0.011405,-0.012121,-0.083,-0.15251,-0.012121,0.083,-0.15251,-0.012121,-0.083,-0.15257,-0.012121,0.083,-0.15257,-0.01105,0,0.0090601,-0.01105,0,0.0090601,-0.011059,0,0.0030011,-0.011059,0,0.0030011,21.386,0,36.81,21.386,0,36.81,7.446,0,69.593,7.446,0,69.593,0,-3.2754,-3.5106,0,-3.2754,-3.5106,0,-1.7881,-6.2118,0,-1.7881,-6.2118
0.00016304,0,0.15253,0,0.00019863,0,0.016304,0,-0.00747,0,0.019863,0,0,1.2578,-2.3567,0,1.2578,-2.3567,0,1.2576,-2.3563,0,1.2576,-2.3563,0,0.11858,-0.0529,0,0.11858,-0.0529,0,0.095164,-0.013686,0,0.095164,-0.013686,-0.012143,-0.083,-0.15249,-0.012143,0.083,-0.15249,-0.012143,-0.083,-0.15257,-0.012143,0.083,-0.15257,-0.01326,0,0.010872,-0.01326,0,0.010872,-0.01327,0,0.0036013,-0.01327,0,0.0036013,21.317,0,36.926,21.317,0,36.926,7.2642,0,69.442,7.2642,0,69.442,0,-3.2702,-3.5154,0,-3.2702,-3.5154,0,-1.7753,-6.1866,0,-1.7753,-6.1866
0.00019022,0,0.15251,0,0.00023174,0,0.019022,0,-0.008715,0,0.023174,0,0,1.258,-2.3568,0,1.258,-2.3568,0,1.2577,-2.3564,0,1.2577,-2.3564,0,0.13834,-0.061717,0,0.13834,-0.061717,0,0.11102,-0.015967,0,0.11102,-0.015967,-0.012165,-0.083,-0.15247,-0.012165,0.083,-0.15247,-0.012165,-0.083,-0.15256,-0.012165,0.083,-0.15256,-0.01547,0,0.012684,-0.01547,0,0.012684,-0.015482,0,0.0042015,-0.015482,0,0.0042015,21.247,0,37.043,21.247,0,37.043,7.0823,0,69.292,7.0823,0,69.292,0,-3.265,-3.5202,0,-3.265,-3.5202,0,-1.7625,-6.1613,0,-1.7625,-6.1613
0.00021739,0,0.1525,0,0.00026485,0,0.021739,0,-0.0099601,0,0.026485,0,0,1.2582,-2.3569,0,1.2582,-2.3569,0,1.2579,-2.3564,0,1.2579,-2.3564,0,0.15811,-0.070533,0,0.15811,-0.070533,0,0.12688,-0.018248,0,0.12688,-0.018248,-0.012187,-0.083,-0.15246,-0.012187,0.083,-0.15246,-0.012187,-0.083,-0.15255,-0.012187,0.083,-0.15255,-0.01768,0,0.014496,-0.01768,0,0.014496,-0.017694,0,0.0048017,-0.017694,0,0.0048017,21.177,0,37.16,21.177,0,37.16,6.9005,0,69.142,6.9005,0,69.142,0,-3.2599,-3.525,0,-3.2599,-3.525,0,-1.7497,-6.1361,0,-1.7497,-6.1361
0.00024456,0,0.15249,0,0.00029795,0,0.024456,0,-0.011205,0,0.029795,0,0,1.2584,-2.357,0,1.2584,-2.357,0,1.2581,-2.3564,0,1.2581,-2.3564,0,0.17787,-0.07935,0,0.17787,-0.07935,0,0.14275,-0.020529,0,0.14275,-0.020529,-0.012209,-0.083,-0.15244,-0.012209,0.083,-0.15244,-0.012209,-0.083,-0.15255,-0.012209,0.083,-0.15255,-0.01989,0,0.016308,-0.01989,0,0.016308,-0.019906,0,0.0054019,-0.019906,0,0.0054019,21.107,0,37.277,21.107,0,37.277,6.7187,0,68.992,6.7187,0,68.992,0,-3.2547,-3.5298,0,-3.2547,-3.5298,0,-1.7369,-6.1108,0,-1.7369,-6.1108
